labels,text,text_de,text_fr
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,Hard LIVE 121 Chat nur 60p/min. Wählen Sie Ihr Mädchen und verbinden Sie LIVE. Rufen Sie 09094646899 jetzt! Günstige Chat UK größten Live-Service. VU BCM1896WC1N3XX,Hard LIVE 121 chat just 60p/min. Choisissez votre fille et connectez-vous LIVE. Appelez 09094646899 maintenant!
ham,Yeah I don't see why not,"Ja, ich verstehe nicht, warum nicht.","Oui, je ne vois pas pourquoi."
ham,Asking do u knw them or nt? May be ur frnds or classmates?,Fragen tun u knw sie oder nt? Kann ur frnds oder Klassenkameraden sein?,On peut être des amis ou des camarades de classe?
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!","Tut mir leid wegen vorhin. Feuer löschen.Sind Sie nach 9 hier, um zu reden? Oder haben Sie tatsächlich ein Leben, lol!","Désolé pour tout à l'heure. Éteignez les feux.Êtes-vous là pour parler après 9? Ou avez-vous vraiment une vie, lol!"
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,WOW! The Boys R Back. TAKE THE 2007 UK Tour. Gewinnen Sie VIP Tickets & Pre-Book mit VIP Club. Txt CLUB zu 81303. Trackmarque Ltd info@vipclub4u.,WOW! The Boys R Back. Prenez cette tournée 2007 au Royaume-Uni. Gagnez des billets VIP et pré-book avec VIP Club. Txt CLUB à 81303. Trackmarque Ltd info@vipclub4u.
ham,"As in missionary hook up, doggy hook up, standing...|","Wie in missionarischen Haken oben, doggy Haken oben, stehend...","Comme dans le couple missionnaire, le chien s'accroche, se tient debout..."
ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,Dann u besser schlafen gehen. Dun stören u liao.. U aufwachen dann msg me lor..,Alors tu ferais mieux d'aller dormir.. Dun trouble u liao.. U se réveille alors msg me lor..
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.","Mit der Welt zu kämpfen ist einfach, u entweder gewinnen oder verlieren bt kämpfen mit einigen1, die nahe an u ist Dificult, wenn u verlieren - u verlieren, wenn u gewinnen - u immer noch verlieren.","Combattre avec le monde est facile, u soit gagner ou perdre bt combatng avec quelque1 qui est proche de u est dificult si u perdre - u perdre si u gagner - u toujours perdre."
ham,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.,Am Watching House – sehr unterhaltsam – bekomme ich das ganze Hugh-Laurie-Ding – sogar mit dem Stick – tatsächlich vor allem mit dem Stick.,"Je regarde la maison – très divertissante – j'obtiens tout le câlin de laurie – même avec le bâton – en effet, surtout avec le bâton."
ham,Thought praps you meant another one. Goodo! I'll look tomorrow,"Ich dachte, du meinst noch einen.",J'ai pensé que tu en voulais une autre.
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.","Hallo Jon, Pete hier, Ive bin 2 Spanien vor kurzem & hav sum dinero links, Bill sagte u oder ur enrents mayb daran interessiert, ich habe 12.000pes, so um £48, tb, James.","Salut Jon, Pete ici, Ive bin 2 Espagne récemment & hav sum dinero gauche, Bill a dit u ou ur'rents mai s'intéresser à elle, je hav 12.000pes, donc environ £48, tb, James."
ham,There bold 2  &lt;#&gt; . Is that yours,Es gibt fette 2 &lt;#&gt;. Ist das Ihre,Là gras 2 &lt;#&gt;. Est-ce que c'est le vôtre
ham,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,Ich werde in &lt;#&gt; Minuten mit Ihnen sprechen.,Vous savez qu'il y en a. Je vous parlerai dans &lt;#&gt; quelques minutes alors
ham,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,"Wir haben 2 Sekunden Zeit, um uns zu verabschieden, um JUS DA PUB INTEAD, JUS CHILLIN AN DA MO IN ME BEDROOM, LOVE JEN XXX.",ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT FIND UP TOWN JUS DA PUB INSTEAD! JUS CHILLIN À DA MO IN ME BÉDROOM!LOVE JEN XXX.
ham,I went to project centre,Ich ging ins Projektzentrum.,Je suis allé au centre du projet.
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,"Gemäß Ihrer Anfrage 'Maangalyam (Alaipayuthe)' wurde als Anrufer für alle Anrufer eingestellt. Drücken Sie *9, um Ihre Freunde zu kopieren Callertune",Conformément à votre demande 'Maangalyam (Alaipayuthe)' a été défini comme votre callertune pour tous les appelants. Appuyez sur *9 pour copier vos amis Callertune
ham,Lol yeah at this point I guess not,Lol yeah an diesem Punkt schätze ich nicht,Lol ouais à ce moment-là je suppose pas
ham,Doing project w frens lor.,Projekt durchführen w frens lor.,Faire le projet w frens lor.
ham,Lol. Well quality aint bad at all so i aint complaining,"Lol. Gut Qualität aint schlecht überhaupt, so dass ich aint beschweren",Lol. Bien qualité aint mauvais du tout donc je suis en train de me plaindre
ham,"K, can that happen tonight?","K, kann das heute Nacht passieren?","K, ça peut arriver ce soir?"
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....","Hallo, dies ist Mandy Sullivan Anruf von HOTMIX FM...Sie werden gewählt, um £5000.00 in unserem Osterpreis ziehen zu erhalten....Bitte Telefon 09041940223 vor 29/03/05 zu behaupten, oder Ihr Preis wird an jemand anderes übertragen werden....","Bonjour, c'est Mandy Sullivan appelant de HOTMIX FM... vous êtes choisi pour recevoir £5000.00 dans notre tirage au sort du Prix de Pâques.....Veuillez téléphoner au 09041940223 pour réclamer avant le 29/03/05 ou votre prix sera transféré à quelqu'un d'autre...."
ham,"I think we're going to finn's now, come","Ich glaube, wir gehen jetzt zu Finn's, komm.","Je pense qu'on va aller chez Finn maintenant, viens"
ham,Why tired what special there you had,"Warum müde, was für etwas Besonderes du dort hattest",Pourquoi t'es fatiguée de ce que tu avais de spécial là-bas?
ham,I will come tomorrow di,Ich werde morgen kommen di,Je viendrai demain.
ham,I cant pick the phone right now. Pls send a message,Ich kann das Telefon jetzt nicht wählen. Pls senden eine Nachricht,Je ne peux pas choisir le téléphone tout de suite.
ham,K go and sleep well. Take rest:-).,K gehen und gut schlafen. Ruh dich aus:-).,K aller et bien dormir. Reposez-vous:-).
ham,U guys never invite me anywhere :(,U Jungs laden mich nie irgendwo ein :(,U les gars ne m'invitent jamais nulle part :(
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,"UR GOING 2 BAHAMAS! Rufen Sie anFREEFONE 08081560665 und sprechen Sie mit einem Live-Operator, um entweder Bahamas Kreuzfahrt von £ 2000 CASH 18+ nur Anspruch.",UR GOING 2 BAHAMAS! Appelez FREEEFONE 08081560665 et parlez à un opérateur en direct pour réclamer soit les Bahamas croisières de £2000 CASH 18+seulement. Pour refuser txt X à 07786200117
ham,I can do that! I want to please you both inside and outside the bedroom...,Ich möchte Sie sowohl innerhalb als auch außerhalb des Schlafzimmers zufriedenstellen.,Je veux vous faire plaisir à l'intérieur et à l'extérieur de la chambre...
ham,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.,"Ich weiß, dass WOTU R an ihnen vorbeikommt, wenn ich mich um etwas gekümmert habe.",CaLM DOWN ON THEACUSATIONS..IXT U COS IWANA SAIT QUE WOTU R DOIN A WW/END... M'ONT MAINTENANT DANS AES..RING MOI SI UR4 NETHING SAT.LOVE J XXX.
ham,I love to wine and dine my lady!,Ich liebe es zu Wein und speisen meine Dame!,J'adore le vin et dîner ma dame!
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,"Jemand hat unsere Dating-Service und eingegeben Ihr Telefon, weil sie Lust auf Sie!Um herauszufinden, wer es ist Anruf aus Festnetz 09111030116. PoBox12n146tf15",Quelqu'un a rencontré notre service de rencontres et est entré dans votre téléphone parce qu'ils vous aiment!Pour savoir qui il est appelé de la ligne fixe 09111030116. PoBox12n146tf15
ham,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.","Ich bin cool ta luv aber v.tired 2 weil ich viel von der Planung aller wk getan habe, haben wir unsere soziale Dienstleistungen Inspektion im Kindergarten! Achten Sie auf & spk sn x.","Je suis cool ta luv mais v.tired 2 parce que j'ai été beaucoup de planification tous wk, nous avons obtenu notre inspection des services sociaux à la pépinière! Prenez soin & spk sn x."
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.,Ich kenne die Kontodetails..ich werde meine Mutter fragen und dir schicken.meine Mutter ist jetzt außer Reichweite.,Je connais les détails du compte. Je vais demander à ma mère et t'envoyer.Ma mère est hors de portée maintenant.
ham,I think u have the wrong number.,"Ich denke, u haben die falsche Nummer.",Je pense que vous avez le mauvais numéro.
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),"Fühlen Sie sich, dass Sie immer glücklich sind.. Langsam wird es Ihr Habit &amp; Schließlich wird es Teil Ihres Lebens.. Folgen Sie ihm.. Happy Morning &amp; Haben Sie einen glücklichen Tag:)",Sentez-vous que vous êtes toujours heureux.. Lentement Il devient votre habitude &amp; Enfin Il fait partie de votre vie.. Suivez-le.. Happy Morning &amp; Avoir un jour heureux:)
ham,DO NOT B LATE LOVE MUM,KEINE LETZTE LIEBE MUM,NE PAS B DERNIER MUM D'AMOUR
ham,Got it..mail panren paru..,Ich habe es..mail panren paru..,Compris..mail panren paru..
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,* Ich dachte an Chuckin ur rot grün n schwarz trainers 2 spare carryin sie bac auf Zug,* Pensait à chuckin ur rouge vert n noir trainers 2 sauver les transporter bac dans le train
ham,Give one miss from that number please,Verpassen Sie bitte einen von dieser Nummer.,"Donnez-moi un mot de ce numéro, s'il vous plaît."
ham,Jus came back fr lunch wif my sis only. U leh?,Jus kam nur zum Mittagessen mit meiner Schwester zurück.,Jus est revenu en déjeuner avec ma sœur.
ham,How is your schedule next week? I am out of town this weekend.,Ich bin am Wochenende nicht in der Stadt.,J'ai quitté la ville ce week-end.
ham,Really good:)dhanush rocks once again:),Wirklich gut:)Dhanush Felsen wieder einmal:),Vraiment bon:)dhanush rocks une fois de plus:)
ham,Lmao ok I wont be needing u to do my hair anymore.,"Lmao okay, ich werde nicht mehr u brauchen, um meine Haare zu machen.",Je n'aurai plus besoin de moi pour me coiffer.
ham,"Miss ya, need ya, want ya, love ya.","Miss ye, ich brauche dich, ich will dich, ich liebe dich.","Mademoiselle, tu as besoin de toi, je te veux, je t'aime."
ham,Sorry i'm not free...,"Tut mir leid, dass ich nicht frei bin.",Désolé de ne pas être libre...
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,"Haben u jemals einen Song in Ihrem Kopf stecken ohne Grund und es wird nicht weg gehen, bis u hören Sie es wie 5 mal?",Est-ce que tu as déjà une chanson coincée dans ta tête sans raison et elle ne disparaîtra pas jusqu'à ce que tu l'écoutes comme 5 fois?
ham,Nt yet chikku..simple habba..hw abt u?,Noch nicht chikku..einfache habba..hw abt u?,Nt encore chikku..simple habba..hw abt u?
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.","Haben ur mail Dileep.thank you so muchand look forward to lots of support...sehr weniger Kontakte hier, erinnern Sie sich an ein venugopal Sie erwähnt.Morgen, wenn nicht spät, werde ich versuchen, bis date.goodnight liebe kommen.","J'ai reçu le mail Dileep.merci tellement et j'ai hâte de recevoir beaucoup de soutien... beaucoup moins de contacts ici, me souviens-toi d'un venugopal que tu as mentionné. demain, si ce n'est tard, j'essaierai de venir jusqu'à là.Bonne nuit chérie."
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,Manchmal Herz Remembrs jemand Sehr viel... vergisst jemand bald... Bcoz Herz wird nicht jeder mögen. Aber gemocht werden jedes Mal erinnert werden... BSLVYL,"Parfois, Heart Remembre quelqu'un très... oublie quelqu'un bientôt... Bcoz Heart n'aimera pas tout le monde. Mais ceux qui sont aimés seront rappelés à chaque fois... BSLVYL"
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,Joys Vater ist John. Dann ist John der Name von Joys Vater. Mandan,Le père de Joy est John. Alors John est le nom du père de Joy.
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,Hi 07734396839 IBH Kundentreue Angebot: Das neue NOKIA6600 Handy von nur £ 10 bei TXTAUCTION!Txt Wort: START zu No:81151 & erhalten Sie Ihre jetzt!4T&,Bonjour 07734396839 IBH Offre de fidélité à la clientèle: Le nouveau NOKIA6600 Mobile à partir de SEULEMENT £10 à TXTAUCTION!Txt mot: START to No:81151 & get yours Now!4T&
ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,"Hi, hier ist Yijue... es geht um das 3230-Lehrbuch, es ist Intro zu Algorithmen der zweiten Ausgabe... ich verkaufe es für $50...",Salut c'est yijue... c'est à propos du manuel 3230 c'est l'intro aux algorithmes deuxième édition... je le vends pour $50...
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,"SMS AUCTION Sie haben ein Nokia 7250i gewonnen. Dies ist, was Sie erhalten, wenn Sie unsere kostenlose Auktion gewinnen. Um Teil senden Nokia an 86021 jetzt. HG/Suite342/2Lands Row/W1JHL 16+",SMS AUCTION Vous avez gagné un Nokia 7250i. C'est ce que vous obtenez lorsque vous gagnez notre vente aux enchères GRATUITE. Pour participer envoyez Nokia à 86021 maintenant. HG/Suite342/2Lands Row/W1JHL 16+
